sample_id,sample_type,organism_species,organism_family,organism_genus,species_organe,species_selected,species_organe_selected
VGF147_D06,sample,Mussaenda sanderiana,Rubiaceae,Mussaenda,Mussaenda sanderiana roots,Other,Other
VGF147_D07,sample,Typhonium trilobatum,Araceae,Typhonium,Typhonium trilobatum roots,Other,Other
VGF147_D08,sample,Bauhinia ornata,Fabaceae,Bauhinia,Bauhinia ornata leaves,Other,Other
VGF147_D09,sample,Plumeria rubra,Apocynaceae,Plumeria,Plumeria rubra roots,Other,Other
VGF147_D10,sample,Senna alexandrina,Fabaceae,Senna,Senna alexandrina roots,Other,Other
VGF147_D11,sample,Catharanthus ovalis,Apocynaceae,Catharanthus,Catharanthus ovalis green stems,Other,Other
VGF147_E02,sample,Baliospermum solanifolium,Euphorbiaceae,Baliospermum,Baliospermum solanifolium roots,Other,Other
VGF147_E03,sample,Aphanamixis polystachya,Meliaceae,Aphanamixis,Aphanamixis polystachya woody stems,Other,Other
VGF147_E04,sample,Vachellia harmandiana,Fabaceae,Vachellia,Vachellia harmandiana woody stems,Other,Other
VGF147_E05,sample,Vachellia harmandiana,Fabaceae,Vachellia,Vachellia harmandiana roots,Other,Other
VGF147_E06,sample,Baliospermum solanifolium,Euphorbiaceae,Baliospermum,Baliospermum solanifolium woody stems,Other,Other
VGF147_E07,sample,Croton thorelii,Euphorbiaceae,Croton,Croton thorelii leaves,Other,Other
VGF147_E08,sample,Gardenia jasminoides,Rubiaceae,Gardenia,Gardenia jasminoides woody stems,Other,Other
VGF147_E09,sample,Senna alexandrina,Fabaceae,Senna,Senna alexandrina woody stems,Other,Other
VGF147_E10,sample,Bauhinia ornata,Fabaceae,Bauhinia,Bauhinia ornata roots,Other,Other
VGF147_E11,sample,Lespedeza capitata,Fabaceae,Lespedeza,Lespedeza capitata multiple,Other,Other
VGF147_F02,sample,Cnestis palala,Connaraceae,Cnestis,Cnestis palala leaves,Other,Other
VGF147_F03,sample,Pachygone odorifera,Menispermaceae,Pachygone,Pachygone odorifera woody stems,Other,Other
VGF147_F04,sample,Ailanthus triphysa,Simaroubaceae,Ailanthus,Ailanthus triphysa woody stems,Other,Other
VGF147_F05,sample,Mallotus nudiflorus,Euphorbiaceae,Mallotus,Mallotus nudiflorus leaves,Other,Other
VGF147_F06,sample,Alchornea rugosa,Euphorbiaceae,Alchornea,Alchornea rugosa woody stems,Other,Other
VGF147_F07,sample,Goniothalamus gabriacianus,Annonaceae,Goniothalamus,Goniothalamus gabriacianus leaves,Other,Other
VGF147_F08,sample,Dracaena draco,Asparagaceae,Dracaena,Dracaena draco roots,Other,Other
VGF147_F09,sample,Lindenbergia philippensis,Orobanchaceae,Lindenbergia,Lindenbergia philippensis roots,Other,Other
VGF147_F10,sample,Hymenodictyon flaccidum,Rubiaceae,Hymenodictyon,Hymenodictyon flaccidum roots,Other,Other
VGF147_F11,sample,Dolichandrone spathacea,Bignoniaceae,Dolichandrone,Dolichandrone spathacea roots,Other,Other
VGF147_G02,sample,Uncaria homomalla,Rubiaceae,Uncaria,Uncaria homomalla roots,Other,Other
VGF147_G03,sample,Ailanthus triphysa,Simaroubaceae,Ailanthus,Ailanthus triphysa leaves,Other,Other
VGF147_G04,sample,Baliospermum solanifolium,Euphorbiaceae,Baliospermum,Baliospermum solanifolium leaves,Other,Other
VGF147_G05,sample,Knema oblongifolia,Myristicaceae,Knema,Knema oblongifolia roots,Other,Other
VGF147_G06,sample,Aglaia simplicifolia,Meliaceae,Aglaia,Aglaia simplicifolia leaves,Other,Other
VGF147_G07,sample,Typhonium trilobatum,Araceae,Typhonium,Typhonium trilobatum green stems,Other,Other
VGF147_G08,sample,Flacourtia jangomas,Salicaceae,Flacourtia,Flacourtia jangomas roots,Other,Other
VGF147_G09,sample,Typhonium trilobatum,Araceae,Typhonium,Typhonium trilobatum leaves,Other,Other
VGF147_G10,sample,Flacourtia jangomas,Salicaceae,Flacourtia,Flacourtia jangomas leaves,Other,Other
VGF147_G11,sample,Solidago virgaurea,Asteraceae,Solidago,Solidago virgaurea roots,Other,Other
VGF147_H02,sample,Baliospermum solanifolium,Euphorbiaceae,Baliospermum,Baliospermum solanifolium leaves,Other,Other
VGF147_H03,sample,Terminalia acuminata,Combretaceae,Terminalia,Terminalia acuminata leaves,Other,Other
VGF147_H04,sample,Mallotus nudiflorus,Euphorbiaceae,Mallotus,Mallotus nudiflorus woody stems,Other,Other
VGF147_H05,sample,Ailanthus triphysa,Simaroubaceae,Ailanthus,Ailanthus triphysa roots,Other,Other
VGF147_H06,sample,Pachygone odorifera,Menispermaceae,Pachygone,Pachygone odorifera roots,Other,Other
VGF147_H07,sample,Hymenodictyon flaccidum,Rubiaceae,Hymenodictyon,Hymenodictyon flaccidum leaves,Other,Other
VGF147_H08,sample,Goniothalamus gabriacianus,Annonaceae,Goniothalamus,Goniothalamus gabriacianus green stems,Other,Other
VGF147_H09,sample,Syzygium cumini,Myrtaceae,Syzygium,Syzygium cumini woody stems,Other,Other
VGF147_H10,sample,Eryngium yuccaefolium,Apiaceae,Eryngium,Eryngium yuccaefolium multiple,Other,Other
VGF147_H11,sample,Euonymus sanguineus,Celastraceae,Euonymus,Euonymus sanguineus leaves,Other,Other
VGF150_A02,sample,Acalypha decaryana,Euphorbiaceae,Acalypha,Acalypha decaryana multiple,Other,Other
VGF150_A03,sample,Adansonia za,Malvaceae,Adansonia,Adansonia za fruits,Other,Other
VGF150_A04,sample,Artocarpus altilis,Moraceae,Artocarpus,Artocarpus altilis fruits,Other,Other
VGF150_A05,sample,Buddleja madagascariensis,Scrophulariaceae,Buddleja,Buddleja madagascariensis bark,Other,Other
VGF150_A06,sample,Viguieranthus alternans,Fabaceae,Viguieranthus,Viguieranthus alternans green stems,Other,Other
VGF150_A07,sample,Senna meridionalis,Fabaceae,Senna,Senna meridionalis green stems,Other,Other
VGF150_A08,sample,Breonadia salicina,Rubiaceae,Breonadia,Breonadia salicina green stems,Other,Other
VGF150_A09,sample,Chadsia grevei,Fabaceae,Chadsia,Chadsia grevei bark,Other,Other
VGF150_A10,sample,Commiphora brevicalyx,Burseraceae,Commiphora,Commiphora brevicalyx leaves,Other,Other
VGF150_A11,sample,Commiphora monstruosa,Burseraceae,Commiphora,Commiphora monstruosa green stems,Other,Other
VGF150_B02,sample,Adansonia rubrostipa,Malvaceae,Adansonia,Adansonia rubrostipa bark,Other,Other
VGF150_B03,sample,Adenia monadelpha,Passifloraceae,Adenia,Adenia monadelpha green stems,Other,Other
VGF150_B04,sample,Artocarpus altilis,Moraceae,Artocarpus,Artocarpus altilis green stems,Other,Other
VGF150_B05,sample,Buddleja madagascariensis,Scrophulariaceae,Buddleja,Buddleja madagascariensis bark,Other,Other
VGF150_B06,sample,Capitanopsis angustifolia,Lamiaceae,Capitanopsis,Capitanopsis angustifolia bark,Other,Other
VGF150_B07,sample,Senna meridionalis,Fabaceae,Senna,Senna meridionalis green stems,Other,Other
VGF150_B08,sample,Cerbera manghas,Apocynaceae,Cerbera,Cerbera manghas bark,Other,Other
VGF150_B09,sample,Combretum coccineum,Combretaceae,Combretum,Combretum coccineum leaves,Other,Other
VGF150_B10,sample,Commiphora brevicalyx,Burseraceae,Commiphora,Commiphora brevicalyx green stems,Other,Other
VGF150_B11,sample,Commiphora simplicifolia,Burseraceae,Commiphora,Commiphora simplicifolia leaves,Other,Other
VGF150_C02,sample,Adansonia rubrostipa,Malvaceae,Adansonia,Adansonia rubrostipa leaves,Other,Other
VGF150_C03,sample,Adenia olaboensis,Passifloraceae,Adenia,Adenia olaboensis bark,Other,Other
VGF150_C04,sample,Artocarpus integer,Moraceae,Artocarpus,Artocarpus integer bark,Other,Other
VGF150_C05,sample,Buddleja madagascariensis,Scrophulariaceae,Buddleja,Buddleja madagascariensis leaves,Other,Other
VGF150_C06,sample,Capitanopsis angustifolia,Lamiaceae,Capitanopsis,Capitanopsis angustifolia leaves,Other,Other
VGF150_C07,sample,Senna meridionalis,Fabaceae,Senna,Senna meridionalis green stems,Other,Other
VGF150_C08,sample,Cerbera manghas,Apocynaceae,Cerbera,Cerbera manghas leaves,Other,Other
VGF150_C09,sample,Combretum grandidieri,Combretaceae,Combretum,Combretum grandidieri leaves,Other,Other
VGF150_C10,sample,Commiphora lamii,Burseraceae,Commiphora,Commiphora lamii bark,Other,Other
VGF150_C11,sample,Commiphora simplicifolia,Burseraceae,Commiphora,Commiphora simplicifolia green stems,Other,Other
VGF150_D02,sample,Adansonia rubrostipa,Malvaceae,Adansonia,Adansonia rubrostipa flowers,Other,Other
VGF150_D03,sample,Adenia olaboensis,Passifloraceae,Adenia,Adenia olaboensis green stems,Other,Other
VGF150_D04,sample,Artocarpus integer,Moraceae,Artocarpus,Artocarpus integer green stems,Other,Other
VGF150_D05,sample,Buddleja madagascariensis,Scrophulariaceae,Buddleja,Buddleja madagascariensis green stems,Other,Other
VGF150_D06,sample,Capitanopsis cloiselii,Lamiaceae,Capitanopsis,Capitanopsis cloiselii bark,Other,Other
VGF150_D07,sample,Senna viguierella,Fabaceae,Senna,Senna viguierella flowers,Other,Other
VGF150_D08,sample,Cerbera manghas,Apocynaceae,Cerbera,Cerbera manghas seeds,Other,Other
VGF150_D09,sample,Combretum grandidieri,Combretaceae,Combretum,Combretum grandidieri multiple,Other,Other
VGF150_D10,sample,Commiphora lamii,Burseraceae,Commiphora,Commiphora lamii bark,Other,Other
VGF150_D11,sample,Crinum firmifolium,Amaryllidaceae,Crinum,Crinum firmifolium multiple,Other,Other
VGF150_E02,sample,Adansonia rubrostipa,Malvaceae,Adansonia,Adansonia rubrostipa fruits,Other,Other
VGF150_E03,sample,Anthocleista longifolia,Gentianaceae,Anthocleista,Anthocleista longifolia green stems,Other,Other
VGF150_E04,sample,Astrotrichilia valiandra,Meliaceae,Astrotrichilia,Astrotrichilia valiandra leaves,Other,Other
VGF150_E05,sample,Cadaba virgata,Capparaceae,Cadaba,Cadaba virgata leaves,Other,Other
VGF150_E06,sample,Capitanopsis cloiselii,Lamiaceae,Capitanopsis,Capitanopsis cloiselii flowers,Other,Other
VGF150_E07,sample,Cedrelopsis grevei,Rutaceae,Cedrelopsis,Cedrelopsis grevei bark,Other,Other
VGF150_E08,sample,Cerbera manghas,Apocynaceae,Cerbera,Cerbera manghas bark,Other,Other
VGF150_E09,sample,Commiphora aprevalii,Burseraceae,Commiphora,Commiphora aprevalii bark,Other,Other
VGF150_E10,sample,Commiphora lamii,Burseraceae,Commiphora,Commiphora lamii leaves,Other,Other
VGF150_E11,sample,Crotalaria fiherenensis,Fabaceae,Crotalaria,Crotalaria fiherenensis multiple,Other,Other
VGF150_F02,sample,Adansonia za,Malvaceae,Adansonia,Adansonia za bark,Other,Other
VGF150_F03,sample,Argemone mexicana,Papaveraceae,Argemone,Argemone mexicana fruits,Other,Other
VGF150_F04,sample,Astrotrichilia valiandra,Meliaceae,Astrotrichilia,Astrotrichilia valiandra multiple,Other,Other
VGF150_F05,sample,Cajanus cajan,Fabaceae,Cajanus,Cajanus cajan seeds,Other,Other
VGF150_F06,sample,Carissa bispinosa,Apocynaceae,Carissa,Carissa bispinosa leaves,Other,Other
VGF150_F07,sample,Cedrelopsis grevei,Rutaceae,Cedrelopsis,Cedrelopsis grevei leaves,Other,Other
VGF150_F08,sample,Cerbera manghas,Apocynaceae,Cerbera,Cerbera manghas leaves,Other,Other
VGF150_F09,sample,Commiphora aprevalii,Burseraceae,Commiphora,Commiphora aprevalii bark,Other,Other
VGF150_F10,sample,Commiphora lamii,Burseraceae,Commiphora,Commiphora lamii green stems,Other,Other
VGF150_F11,sample,Crotalaria grevei,Fabaceae,Crotalaria,Crotalaria grevei leaves,Other,Other
VGF150_G02,sample,Adansonia za,Malvaceae,Adansonia,Adansonia za leaves,Other,Other
VGF150_G03,sample,Argemone mexicana,Papaveraceae,Argemone,Argemone mexicana multiple,Other,Other
VGF150_G04,sample,Boscia longifolia,Capparaceae,Boscia,Boscia longifolia leaves,Other,Other
VGF150_G05,sample,Cajanus cajan,Fabaceae,Cajanus,Cajanus cajan green stems,Other,Other
VGF150_G06,sample,Senna meridionalis,Fabaceae,Senna,Senna meridionalis bark,Other,Other
VGF150_G07,sample,Cedrelopsis grevei,Rutaceae,Cedrelopsis,Cedrelopsis grevei green stems,Other,Other
VGF150_G08,sample,Cerbera manghas,Apocynaceae,Cerbera,Cerbera manghas fruits,Other,Other
VGF150_G09,sample,Commiphora aprevalii,Burseraceae,Commiphora,Commiphora aprevalii leaves,Other,Other
VGF150_G10,sample,Commiphora monstruosa,Burseraceae,Commiphora,Commiphora monstruosa bark,Other,Other
VGF150_G11,sample,Crotalaria grevei,Fabaceae,Crotalaria,Crotalaria grevei green stems,Other,Other
VGF150_H02,sample,Adansonia za,Malvaceae,Adansonia,Adansonia za leaves,Other,Other
VGF150_H03,sample,Artocarpus altilis,Moraceae,Artocarpus,Artocarpus altilis leaves,Other,Other
VGF150_H04,sample,Brunfelsia grandiflora,Solanaceae,Brunfelsia,Brunfelsia grandiflora green stems,Other,Other
VGF150_H05,sample,Viguieranthus alternans,Fabaceae,Viguieranthus,Viguieranthus alternans leaves,Other,Other
VGF150_H06,sample,Senna meridionalis,Fabaceae,Senna,Senna meridionalis leaves,Other,Other
VGF150_H07,sample,Breonadia salicina,Rubiaceae,Breonadia,Breonadia salicina seeds,Other,Other
VGF150_H08,sample,Chadsia grevei,Fabaceae,Chadsia,Chadsia grevei roots,Other,Other
VGF150_H09,sample,Commiphora brevicalyx,Burseraceae,Commiphora,Commiphora brevicalyx bark,Other,Other
VGF150_H10,sample,Commiphora monstruosa,Burseraceae,Commiphora,Commiphora monstruosa leaves,Other,Other
VGF150_H11,sample,Crotalaria laevigata,Fabaceae,Crotalaria,Crotalaria laevigata leaves,Other,Other
VGF151_A02,sample,Crotalaria laevigata,Fabaceae,Crotalaria,Crotalaria laevigata fruits,Other,Other
VGF151_A03,sample,Croton isomonensis,Euphorbiaceae,Croton,Croton isomonensis green stems,Other,Other
VGF151_A04,sample,Cryptostegia madagascariensis,Apocynaceae,Cryptostegia,Cryptostegia madagascariensis fruits,Other,Other
VGF151_A05,sample,Cyphostemma elephantopus,Vitaceae,Cyphostemma,Cyphostemma elephantopus multiple,Other,Other
VGF151_A06,sample,Dodonaea viscosa,Sapindaceae,Dodonaea,Dodonaea viscosa leaves,Other,Other
VGF151_A07,sample,Dombeya lucida,Malvaceae,Dombeya,Dombeya lucida leaves,Other,Other
VGF151_A08,sample,Eucalyptus robusta,Myrtaceae,Eucalyptus,Eucalyptus robusta fruits,Other,Other
VGF151_A09,sample,Flacourtia indica,Salicaceae,Flacourtia,Flacourtia indica bark,Other,Other
VGF151_A10,sample,Gladiolus dalenii,Iridaceae,Gladiolus,Gladiolus dalenii seeds,Other,Other
VGF151_A11,sample,Grewia microcyclea,Malvaceae,Grewia,Grewia microcyclea fruits,Other,Other
VGF151_B02,sample,Crotalaria laevigata,Fabaceae,Crotalaria,Crotalaria laevigata green stems,Other,Other
VGF151_B03,sample,Croton mavoravina,Euphorbiaceae,Croton,Croton mavoravina leaves,Other,Other
VGF151_B04,sample,Cryptostegia madagascariensis,Apocynaceae,Cryptostegia,Cryptostegia madagascariensis multiple,Other,Other
VGF151_B05,sample,Cyphostemma laza,Vitaceae,Cyphostemma,Cyphostemma laza multiple,Other,Other
VGF151_B06,sample,Dodonaea viscosa,Sapindaceae,Dodonaea,Dodonaea viscosa multiple,Other,Other
VGF151_B07,sample,Ehretia angolensis,Ehretiaceae,Ehretia,Ehretia angolensis leaves,Other,Other
VGF151_B08,sample,Euphorbia cedrorum,Euphorbiaceae,Euphorbia,Euphorbia cedrorum bark,Other,Other
VGF151_B09,sample,Flacourtia indica,Salicaceae,Flacourtia,Flacourtia indica leaves,Other,Other
VGF151_B10,sample,Gladiolus dalenii,Iridaceae,Gladiolus,Gladiolus dalenii multiple,Other,Other
VGF151_B11,sample,Gymnosporia linearis,Celastraceae,Gymnosporia,Gymnosporia linearis leaves,Other,Other
VGF151_C02,sample,Crotalaria retusa,Fabaceae,Crotalaria,Crotalaria retusa leaves,Other,Other
VGF151_C03,sample,Croton mavoravina,Euphorbiaceae,Croton,Croton mavoravina multiple,Other,Other
VGF151_C04,sample,Cryptostegia madagascariensis,Apocynaceae,Cryptostegia,Cryptostegia madagascariensis multiple,Other,Other
VGF151_C05,sample,Datura stramonium,Solanaceae,Datura,Datura stramonium leaves,Other,Other
VGF151_C06,sample,Dolichos fangitsa,Fabaceae,Dolichos,Dolichos fangitsa bark,Other,Other
VGF151_C07,sample,Ehretia cymosa,Ehretiaceae,Ehretia,Ehretia cymosa leaves,Other,Other
VGF151_C08,sample,Euphorbia cedrorum,Euphorbiaceae,Euphorbia,Euphorbia cedrorum green stems,Other,Other
VGF151_C09,sample,Flacourtia indica,Salicaceae,Flacourtia,Flacourtia indica seeds,Other,Other
VGF151_C10,sample,Grevillea robusta,Proteaceae,Grevillea,Grevillea robusta bark,Other,Other
VGF151_C11,sample,Gymnosporia linearis,Celastraceae,Gymnosporia,Gymnosporia linearis multiple,Other,Other
VGF151_D02,sample,Crotalaria retusa,Fabaceae,Crotalaria,Crotalaria retusa flowers,Other,Other
VGF151_D03,sample,Croton mavoravina,Euphorbiaceae,Croton,Croton mavoravina green stems,Other,Other
VGF151_D04,sample,Cryptostegia madagascariensis,Apocynaceae,Cryptostegia,Cryptostegia madagascariensis green stems,Other,Other
VGF151_D05,sample,Datura stramonium,Solanaceae,Datura,Datura stramonium multiple,Other,Other
VGF151_D06,sample,Dolichos fangitsa,Fabaceae,Dolichos,Dolichos fangitsa leaves,Other,Other
VGF151_D07,sample,Elegia microcarpa,Restionaceae,Elegia,Elegia microcarpa bark,Other,Other
VGF151_D08,sample,Euphorbia alluaudii,Euphorbiaceae,Euphorbia,Euphorbia alluaudii multiple,Other,Other
VGF151_D09,sample,Flacourtia indica,Salicaceae,Flacourtia,Flacourtia indica multiple,Other,Other
VGF151_D10,sample,Grewia barorum,Malvaceae,Grewia,Grewia barorum bark,Other,Other
VGF151_D11,sample,Halleria ligustrifolia,Stilbaceae,Halleria,Halleria ligustrifolia leaves,Other,Other
VGF151_E02,sample,Crotalaria retusa,Fabaceae,Crotalaria,Crotalaria retusa seeds,Other,Other
VGF151_E03,sample,Croton meridionalis,Euphorbiaceae,Croton,Croton meridionalis leaves,Other,Other
VGF151_E04,sample,Cynanchum menarandrense,Apocynaceae,Cynanchum,Cynanchum menarandrense multiple,Other,Other
VGF151_E05,sample,Datura stramonium,Solanaceae,Datura,Datura stramonium leaves,Other,Other
VGF151_E06,sample,Dolichos fangitsa,Fabaceae,Dolichos,Dolichos fangitsa multiple,Other,Other
VGF151_E07,sample,Elegia microcarpa,Restionaceae,Elegia,Elegia microcarpa leaves,Other,Other
VGF151_E08,sample,Euphorbia pervilleana,Euphorbiaceae,Euphorbia,Euphorbia pervilleana green stems,Other,Other
VGF151_E09,sample,Flacourtia indica,Salicaceae,Flacourtia,Flacourtia indica green stems,Other,Other
VGF151_E10,sample,Grewia barorum,Malvaceae,Grewia,Grewia barorum leaves,Other,Other
VGF151_E11,sample,Halleria ligustrifolia,Stilbaceae,Halleria,Halleria ligustrifolia green stems,Other,Other
VGF151_F02,sample,Crotalaria retusa,Fabaceae,Crotalaria,Crotalaria retusa green stems,Other,Other
VGF151_F03,sample,Croton meridionalis,Euphorbiaceae,Croton,Croton meridionalis multiple,Other,Other
VGF151_F04,sample,Cynanchum mahafalense,Apocynaceae,Cynanchum,Cynanchum mahafalense multiple,Other,Other
VGF151_F05,sample,Datura stramonium,Solanaceae,Datura,Datura stramonium fruits,Other,Other
VGF151_F06,sample,Dolichos fangitsa,Fabaceae,Dolichos,Dolichos fangitsa green stems,Other,Other
VGF151_F07,sample,Elegia microcarpa,Restionaceae,Elegia,Elegia microcarpa fruits,Other,Other
VGF151_F08,sample,Euonymus perrieri,Celastraceae,Euonymus,Euonymus perrieri leaves,Other,Other
VGF151_F09,sample,Givotia madagascariensis,Euphorbiaceae,Givotia,Givotia madagascariensis leaves,Other,Other
VGF151_F10,sample,Grewia barorum,Malvaceae,Grewia,Grewia barorum multiple,Other,Other
VGF151_F11,sample,Harungana madagascariensis,Hypericaceae,Harungana,Harungana madagascariensis seeds,Other,Other
VGF151_G02,sample,Croton isomonensis,Euphorbiaceae,Croton,Croton isomonensis leaves,Other,Other
VGF151_G03,sample,Croton meridionalis,Euphorbiaceae,Croton,Croton meridionalis green stems,Other,Other
VGF151_G04,sample,Cyphostemma elephantopus,Vitaceae,Cyphostemma,Cyphostemma elephantopus leaves,Other,Other
VGF151_G05,sample,Datura stramonium,Solanaceae,Datura,Datura stramonium seeds,Other,Other
VGF151_G06,sample,Dombeya greveana,Malvaceae,Dombeya,Dombeya greveana leaves,Other,Other
VGF151_G07,sample,Elegia microcarpa,Restionaceae,Elegia,Elegia microcarpa seeds,Other,Other
VGF151_G08,sample,Euonymus perrieri,Celastraceae,Euonymus,Euonymus perrieri green stems,Other,Other
VGF151_G09,sample,Givotia madagascariensis,Euphorbiaceae,Givotia,Givotia madagascariensis multiple,Other,Other
VGF151_G10,sample,Grewia barorum,Malvaceae,Grewia,Grewia barorum green stems,Other,Other
VGF151_G11,sample,Tabernaemontana coffeoides,Apocynaceae,Tabernaemontana,Tabernaemontana coffeoides leaves,Other,Other
VGF151_H02,sample,Croton isomonensis,Euphorbiaceae,Croton,Croton isomonensis multiple,Other,Other
VGF151_H03,sample,Cryptostegia madagascariensis,Apocynaceae,Cryptostegia,Cryptostegia madagascariensis leaves,Other,Other
VGF151_H04,sample,Cyphostemma elephantopus,Vitaceae,Cyphostemma,Cyphostemma elephantopus multiple,Other,Other
VGF151_H05,sample,Datura stramonium,Solanaceae,Datura,Datura stramonium green stems,Other,Other
VGF151_H06,sample,Dombeya greveana,Malvaceae,Dombeya,Dombeya greveana green stems,Other,Other
VGF151_H07,sample,Corymbia citriodora,Myrtaceae,Corymbia,Corymbia citriodora fruits,Other,Other
VGF151_H08,sample,Euonymus perrieri,Celastraceae,Euonymus,Euonymus perrieri multiple,Other,Other
VGF151_H09,sample,Givotia madagascariensis,Euphorbiaceae,Givotia,Givotia madagascariensis green stems,Other,Other
VGF151_H10,sample,Grewia microcyclea,Malvaceae,Grewia,Grewia microcyclea leaves,Other,Other
VGF151_H11,sample,Tabernaemontana coffeoides,Apocynaceae,Tabernaemontana,Tabernaemontana coffeoides green stems,Other,Other
VGF152_A02,sample,Tabernaemontana coffeoides,Apocynaceae,Tabernaemontana,Tabernaemontana coffeoides leaves,Other,Other
VGF152_A03,sample,Jatropha mahafalensis,Euphorbiaceae,Jatropha,Jatropha mahafalensis leaves,Other,Other
VGF152_A04,sample,Kalanchoe arborescens,Crassulaceae,Kalanchoe,Kalanchoe arborescens leaves,Other,Other
VGF152_A05,sample,Maerua nuda,Capparaceae,Maerua,Maerua nuda multiple,Other,Other
VGF152_A06,sample,Megistostegium microphyllum,Malvaceae,Megistostegium,Megistostegium microphyllum green stems,Other,Other
VGF152_A07,sample,Nymphaea nouchali,Nymphaeaceae,Nymphaea,Nymphaea nouchali flowers,Other,Other
VGF152_A08,sample,Operculicarya hyphaenoides,Anacardiaceae,Operculicarya,Operculicarya hyphaenoides multiple,Other,Other
VGF152_A09,sample,Paederia argentea,Rubiaceae,Paederia,Paederia argentea leaves,Other,Other
VGF152_A10,sample,Phyllanthus casticum,Phyllanthaceae,Phyllanthus,Phyllanthus casticum multiple,Other,Other
VGF152_A11,sample,Plectaneia stenophylla,Apocynaceae,Plectaneia,Plectaneia stenophylla leaves,Other,Other
VGF152_B02,sample,Tabernaemontana coffeoides,Apocynaceae,Tabernaemontana,Tabernaemontana coffeoides seeds,Other,Other
VGF152_B03,sample,Jatropha mahafalensis,Euphorbiaceae,Jatropha,Jatropha mahafalensis seeds,Other,Other
VGF152_B04,sample,Kalanchoe arborescens,Crassulaceae,Kalanchoe,Kalanchoe arborescens green stems,Other,Other
VGF152_B05,sample,Maerua nuda,Capparaceae,Maerua,Maerua nuda green stems,Other,Other
VGF152_B06,sample,Megistostegium nodulosum,Malvaceae,Megistostegium,Megistostegium nodulosum leaves,Other,Other
VGF152_B07,sample,Obetia madagascariensis,Urticaceae,Obetia,Obetia madagascariensis leaves,Other,Other
VGF152_B08,sample,Operculicarya pachypus,Anacardiaceae,Operculicarya,Operculicarya pachypus bark,Other,Other
VGF152_B09,sample,Paederia farinosa,Rubiaceae,Paederia,Paederia farinosa leaves,Other,Other
VGF152_B10,sample,Phyllanthus casticum,Phyllanthaceae,Phyllanthus,Phyllanthus casticum green stems,Other,Other
VGF152_B11,sample,Pluchea grevei,Asteraceae,Pluchea,Pluchea grevei leaves,Other,Other
VGF152_C02,sample,Helmiopsis hily,Malvaceae,Helmiopsis,Helmiopsis hily leaves,Other,Other
VGF152_C03,sample,Jatropha mahafalensis,Euphorbiaceae,Jatropha,Jatropha mahafalensis multiple,Other,Other
VGF152_C04,sample,Kalanchoe linearifolia,Crassulaceae,Kalanchoe,Kalanchoe linearifolia multiple,Other,Other
VGF152_C05,sample,Malleastrum horokoke,Meliaceae,Malleastrum,Malleastrum horokoke leaves,Other,Other
VGF152_C06,sample,Megistostegium perrieri,Malvaceae,Megistostegium,Megistostegium perrieri leaves,Other,Other
VGF152_C07,sample,Obetia madagascariensis,Urticaceae,Obetia,Obetia madagascariensis multiple,Other,Other
VGF152_C08,sample,Operculicarya pachypus,Anacardiaceae,Operculicarya,Operculicarya pachypus leaves,Other,Other
VGF152_C09,sample,Paederia farinosa,Rubiaceae,Paederia,Paederia farinosa seeds,Other,Other
VGF152_C10,sample,Phyllanthus niruri,Phyllanthaceae,Phyllanthus,Phyllanthus niruri multiple,Other,Other
VGF152_C11,sample,Pluchea grevei,Asteraceae,Pluchea,Pluchea grevei flowers,Other,Other
VGF152_D02,sample,Helmiopsis hily,Malvaceae,Helmiopsis,Helmiopsis hily green stems,Other,Other
VGF152_D03,sample,Jatropha mahafalensis,Euphorbiaceae,Jatropha,Jatropha mahafalensis green stems,Other,Other
VGF152_D04,sample,Kalanchoe delagoensis,Crassulaceae,Kalanchoe,Kalanchoe delagoensis leaves,Other,Other
VGF152_D05,sample,Malleastrum horokoke,Meliaceae,Malleastrum,Malleastrum horokoke green stems,Other,Other
VGF152_D06,sample,Neobeguea mahafaliensis,Meliaceae,Neobeguea,Neobeguea mahafaliensis multiple,Other,Other
VGF152_D07,sample,Operculicarya decaryi,Anacardiaceae,Operculicarya,Operculicarya decaryi bark,Other,Other
VGF152_D08,sample,Operculicarya pachypus,Anacardiaceae,Operculicarya,Operculicarya pachypus multiple,Other,Other
VGF152_D09,sample,Paederia farinosa,Rubiaceae,Paederia,Paederia farinosa green stems,Other,Other
VGF152_D10,sample,Phyllanthus niruri,Phyllanthaceae,Phyllanthus,Phyllanthus niruri multiple,Other,Other
VGF152_D11,sample,Pluchea perrieri,Asteraceae,Pluchea,Pluchea perrieri flowers,Other,Other
VGF152_E02,sample,Hibiscus ferrugineus,Malvaceae,Hibiscus,Hibiscus ferrugineus leaves,Other,Other
VGF152_E03,sample,Jatropha multifida,Euphorbiaceae,Jatropha,Jatropha multifida bark,Other,Other
VGF152_E04,sample,Kalanchoe delagoensis,Crassulaceae,Kalanchoe,Kalanchoe delagoensis multiple,Other,Other
VGF152_E05,sample,Marsdenia verrucosa,Apocynaceae,Marsdenia,Marsdenia verrucosa leaves,Other,Other
VGF152_E06,sample,Nuxia coriacea,Stilbaceae,Nuxia,Nuxia coriacea bark,Other,Other
VGF152_E07,sample,Operculicarya decaryi,Anacardiaceae,Operculicarya,Operculicarya decaryi leaves,Other,Other
VGF152_E08,sample,Operculicarya pachypus,Anacardiaceae,Operculicarya,Operculicarya pachypus green stems,Other,Other
