sample_id	sample_type	sample_substance_name	organism_kingdom	organism_phylum	organism_class	organism_order	organism_family	organism_genus	organism_species	organism_organe	organism_broad_organe	organism_tissue	organism_subsystem	sample_plate_id	ms_filename	ms_injection_date	tcruzi_activity_class
VGF158_C04	sample	V114587GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia pauciflora	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_C04.mzXML	21/10/2017	Inactive
VGF158_C05	sample	V114595GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bidens	Bidens pilosa	multiple	multiple	multiple		VGF158	VGF158_C05.mzXML	21/10/2017	Inactive
VGF158_C06	sample	V114605GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus	Thymus vulgaris	multiple	multiple	multiple	aboveground	VGF158	VGF158_C06.mzXML	21/10/2017	Inactive
VGF158_C07	sample	V113604GP-01	Plantae	Tracheophyta	Liliopsida	Zingiberales	Musaceae	Musa	Musa sp.	fruits	reproductive	green tissue	aboveground	VGF158	VGF158_C07.mzXML	21/10/2017	Inactive
VGF158_C08	sample	V113621GP-01	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Moringaceae	Moringa	Moringa oleifera	seeds	reproductive	green tissue	aboveground	VGF158	VGF158_C08.mzXML	21/10/2017	Inactive
VGF158_C09	sample	V113636GP-01	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Hodgsonia	Hodgsonia macrocarpa	green stems	green vegetative	green tissue	aboveground	VGF158	VGF158_C09.mzXML	21/10/2017	Inactive
VGF158_C10	sample	V113665GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eriophyllum	Eriophyllum confertiflorum	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_C10.mzXML	21/10/2017	Inactive
VGF158_C11	sample	V113675GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Baccaurea	Baccaurea ramiflora	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_C11.mzXML	21/10/2017	Inactive
VGF158_D02	sample	V114565GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Rothmannia	Rothmannia attopevensis	roots	roots	root tissue	belowground	VGF158	VGF158_D02.mzXML	21/10/2017	Inactive
VGF158_D03	sample	V114576GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus	Ziziphus rugosa	woody stems	woody vegetative	woody tissue	aboveground	VGF158	VGF158_D03.mzXML	21/10/2017	Inactive
VGF158_D04	sample	V114588GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia pauciflora	bark	woody vegetative	woody tissue	aboveground	VGF158	VGF158_D04.mzXML	21/10/2017	Inactive
VGF158_D05	sample	V114597GP-01	Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae	Amomum	Amomum verum	fruits	reproductive	green tissue	aboveground	VGF158	VGF158_D05.mzXML	21/10/2017	Inactive
VGF158_D06	sample	V114606GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum	Origanum vulgare	multiple	multiple	multiple	aboveground	VGF158	VGF158_D06.mzXML	21/10/2017	Inactive
VGF158_D07	sample	V113606GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Chrysanthemum	Chrysanthemum morifolium	flowers	reproductive	green tissue	aboveground	VGF158	VGF158_D07.mzXML	21/10/2017	Inactive
VGF158_D08	sample	V113622GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Calophyllaceae	Calophyllum	Calophyllum inophyllum	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_D08.mzXML	21/10/2017	Inactive
VGF158_D09	sample	V113637GP-01	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Hodgsonia	Hodgsonia macrocarpa	roots	roots	root tissue	belowground	VGF158	VGF158_D09.mzXML	21/10/2017	Inactive
VGF158_D10	sample	V113666GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Eriophyllum	Eriophyllum lanatum	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_D10.mzXML	21/10/2017	Inactive
VGF158_D11	sample	V113676GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Baccaurea	Baccaurea ramiflora	woody stems	woody vegetative	woody tissue	aboveground	VGF158	VGF158_D11.mzXML	21/10/2017	Inactive
VGF158_E02	sample	V114566GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Sterculia	Sterculia lanceolata	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_E02.mzXML	21/10/2017	Inactive
VGF158_E03	sample	V114577GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus	Ziziphus rugosa	roots	roots	root tissue	belowground	VGF158	VGF158_E03.mzXML	21/10/2017	Inactive
VGF158_E04	sample	V114589GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia verrucosa	woody stems	woody vegetative	woody tissue	aboveground	VGF158	VGF158_E04.mzXML	21/10/2017	Inactive
VGF158_E05	sample	V114598GP-01	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	Lonicera tatarica	green stems	green vegetative	green tissue	aboveground	VGF158	VGF158_E05.mzXML	21/10/2017	Inactive
VGF158_E06	sample	V114607GP-01	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus	Cyperus esculentus	multiple	multiple	multiple	aboveground	VGF158	VGF158_E06.mzXML	21/10/2017	Inactive
VGF158_E07	sample	V113610GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus camaldulensis	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_E07.mzXML	21/10/2017	Inactive
VGF158_E08	sample	V113623GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Artocarpus	Artocarpus heterophyllus	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_E08.mzXML	21/10/2017	Inactive
VGF158_E09	sample	V113638GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Melaleuca	Melaleuca leucadendra	green stems	green vegetative	green tissue	aboveground	VGF158	VGF158_E09.mzXML	21/10/2017	Inactive
VGF158_E10	sample	V113669GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Antidesma	Antidesma acidum	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_E10.mzXML	21/10/2017	Inactive
VGF158_E11	sample	V113677GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Baccaurea	Baccaurea ramiflora	roots	roots	root tissue	belowground	VGF158	VGF158_E11.mzXML	21/10/2017	Inactive
VGF158_F02	sample	V114567GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Sterculia	Sterculia lanceolata	woody stems	woody vegetative	woody tissue	aboveground	VGF158	VGF158_F02.mzXML	21/10/2017	Inactive
VGF158_F03	sample	V114578GP-01	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Paeoniaceae	Paeonia	Paeonia lactiflora	flowers	reproductive	green tissue	aboveground	VGF158	VGF158_F03.mzXML	21/10/2017	Inactive
VGF158_F04	sample	V114590GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia chapelieri	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_F04.mzXML	21/10/2017	Inactive
VGF158_F05	sample	V114599GP-01	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Tropaeolaceae	Tropaeolum	Tropaeolum majus	flowers	reproductive	green tissue	aboveground	VGF158	VGF158_F05.mzXML	21/10/2017	Inactive
VGF158_F06	sample	V114608GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Uncaria	Uncaria guianensis	green stems	green vegetative	green tissue	aboveground	VGF158	VGF158_F06.mzXML	21/10/2017	Inactive
VGF158_F07	sample	V113612GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus camaldulensis	green stems	green vegetative	green tissue	aboveground	VGF158	VGF158_F07.mzXML	21/10/2017	Inactive
VGF158_F08	sample	V113624GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Artocarpus	Artocarpus altilis	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_F08.mzXML	21/10/2017	Inactive
VGF158_F09	sample	V113640GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Dipterocarpaceae	Hopea	Hopea ferrea	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_F09.mzXML	21/10/2017	Inactive
VGF158_F10	sample	V113670GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Antidesma	Antidesma acidum	woody stems	woody vegetative	woody tissue	aboveground	VGF158	VGF158_F10.mzXML	21/10/2017	Inactive
VGF158_F11	sample	V113678GP-01	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Connaraceae	Connarus	Connarus cochinchinensis	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_F11.mzXML	21/10/2017	Inactive
VGF158_G02	sample	V114568GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Sterculia	Sterculia lanceolata	roots	roots	root tissue	belowground	VGF158	VGF158_G02.mzXML	21/10/2017	Inactive
VGF158_G03	sample	V114579GP-01	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Simmondsiaceae	Simmondsia	Simmondsia chinensis	seeds	reproductive	green tissue	aboveground	VGF158	VGF158_G03.mzXML	21/10/2017	Inactive
VGF158_G04	sample	V114591GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia chapelieri	woody stems	woody vegetative	woody tissue	aboveground	VGF158	VGF158_G04.mzXML	21/10/2017	Inactive
VGF158_G05	sample	V114600GP-01	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Grossulariaceae	Ribes	Ribes nigrum	fruits	reproductive	green tissue	aboveground	VGF158	VGF158_G05.mzXML	21/10/2017	Inactive
VGF158_G06	sample	V114615GP-01	Plantae	Tracheophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Huperzia	Huperzia serrata	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_G06.mzXML	21/10/2017	Inactive
VGF158_G07	sample	V113615GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus robusta	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_G07.mzXML	21/10/2017	Inactive
VGF158_G08	sample	V113625GP-01	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Moringaceae	Moringa	Moringa drouhardii	seeds	reproductive	green tissue	aboveground	VGF158	VGF158_G08.mzXML	21/10/2017	Inactive
VGF158_G09	sample	V113643GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Simaroubaceae	Quassia	Quassia africana	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_G09.mzXML	21/10/2017	Inactive
VGF158_G10	sample	V113671GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Antidesma	Antidesma acidum	roots	roots	root tissue	belowground	VGF158	VGF158_G10.mzXML	21/10/2017	Inactive
VGF158_G11	sample	V113679GP-01	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Connaraceae	Connarus	Connarus cochinchinensis	woody stems	woody vegetative	woody tissue	aboveground	VGF158	VGF158_G11.mzXML	21/10/2017	Inactive
VGF158_H02	sample	V114572GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sphagneticola	Sphagneticola calendulacea	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_H02.mzXML	21/10/2017	Inactive
VGF158_H03	sample	V114581GP-01	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phyllostachys	Phyllostachys sp.	multiple	multiple	multiple	aboveground	VGF158	VGF158_H03.mzXML	21/10/2017	Inactive
VGF158_H04	sample	V114592GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia chapelieri	bark	woody vegetative	woody tissue	aboveground	VGF158	VGF158_H04.mzXML	21/10/2017	Inactive
VGF158_H05	sample	V114601GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Seriphidium	Seriphidium cinum	multiple	multiple	multiple	aboveground	VGF158	VGF158_H05.mzXML	21/10/2017	Inactive
VGF158_H06	sample	V114618GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton	Croton alienus	green stems	green vegetative	green tissue	aboveground	VGF158	VGF158_H06.mzXML	21/10/2017	Inactive
VGF158_H07	sample	V113616GP-01	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Corymbia	Corymbia citriodora	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_H07.mzXML	21/10/2017	Inactive
VGF158_H08	sample	V113630GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae	Pseuderanthemum	Pseuderanthemum crenulatum	green stems	green vegetative	green tissue	aboveground	VGF158	VGF158_H08.mzXML	21/10/2017	Inactive
VGF158_H09	sample	V113644GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Simaroubaceae	Quassia	Quassia africana	bark	woody vegetative	woody tissue	aboveground	VGF158	VGF158_H09.mzXML	21/10/2017	Inactive
VGF158_H10	sample	V113672GP-01	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Ardisia	Ardisia ionantha	leaves	photosynthetic	green tissue	aboveground	VGF158	VGF158_H10.mzXML	21/10/2017	Inactive
VGF158_H11	sample	V113680GP-01	Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Connaraceae	Connarus	Connarus cochinchinensis	roots	roots	root tissue	belowground	VGF158	VGF158_H11.mzXML	21/10/2017	Inactive
VGF159_A02	sample	V113681GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Senna	Senna sulfurea	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_A02.mzXML	22/10/2017	Inactive
VGF159_A03	sample	V113689GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia stipulacea	bark	woody vegetative	woody tissue	aboveground	VGF159	VGF159_A03.mzXML	22/10/2017	Inactive
VGF159_A04	sample	V113697GP-01	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Cordyline	Cordyline fruticosa	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_A04.mzXML	22/10/2017	Inactive
VGF159_A05	sample	V113705GP-01	Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Hydrocharis	Hydrocharis dubia	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_A05.mzXML	22/10/2017	Inactive
VGF159_A06	sample	V113713GP-01	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper massiei	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_A06.mzXML	22/10/2017	Inactive
VGF159_A07	sample	V113724GP-01	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Solena	Solena amplexicaulis	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_A07.mzXML	22/10/2017	Inactive
VGF159_A08	sample	V113732GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Streblus	Streblus ilicifolius	roots	roots	root tissue	belowground	VGF159	VGF159_A08.mzXML	22/10/2017	Inactive
VGF159_A09	sample	V113746GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Flemingia	Flemingia macrophylla	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_A09.mzXML	22/10/2017	Inactive
VGF159_A10	sample	V113754GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Eperua	Eperua falcata	bark	woody vegetative	woody tissue	aboveground	VGF159	VGF159_A10.mzXML	22/10/2017	Inactive
VGF159_A11	sample	V113762GP-01	Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Euterpe	Euterpe oleracea	green stems	green vegetative	green tissue	aboveground	VGF159	VGF159_A11.mzXML	22/10/2017	Inactive
VGF159_B02	sample	V113682GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Senna	Senna sulfurea	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_B02.mzXML	22/10/2017	Inactive
VGF159_B03	sample	V113690GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia stipulacea	roots	roots	root tissue	belowground	VGF159	VGF159_B03.mzXML	22/10/2017	Inactive
VGF159_B04	sample	V113698GP-01	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Cordyline	Cordyline fruticosa	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_B04.mzXML	22/10/2017	Inactive
VGF159_B05	sample	V113706GP-01	Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Hydrocharis	Hydrocharis dubia	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_B05.mzXML	22/10/2017	Inactive
VGF159_B06	sample	V113714GP-01	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper massiei	green stems	green vegetative	green tissue	aboveground	VGF159	VGF159_B06.mzXML	22/10/2017	Inactive
VGF159_B07	sample	V113725GP-01	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Solena	Solena amplexicaulis	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_B07.mzXML	22/10/2017	Inactive
VGF159_B08	sample	V113733GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Vitex	Vitex peduncularis	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_B08.mzXML	22/10/2017	Inactive
VGF159_B09	sample	V113747GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Bagassa	Bagassa guianensis	bark	woody vegetative	woody tissue	aboveground	VGF159	VGF159_B09.mzXML	22/10/2017	Inactive
VGF159_B10	sample	V113755GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Eperua	Eperua falcata	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_B10.mzXML	22/10/2017	Inactive
VGF159_B11	sample	V113763GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Geissospermum	Geissospermum laeve	bark	woody vegetative	woody tissue	aboveground	VGF159	VGF159_B11.mzXML	22/10/2017	Inactive
VGF159_C02	sample	V113683GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Senna	Senna sulfurea	roots	roots	root tissue	belowground	VGF159	VGF159_C02.mzXML	22/10/2017	Inactive
VGF159_C03	sample	V113691GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia multiflora	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_C03.mzXML	22/10/2017	Inactive
VGF159_C04	sample	V113699GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Goniothalamus	Goniothalamus gabriacianus	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_C04.mzXML	22/10/2017	Inactive
VGF159_C05	sample	V113707GP-01	Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Hydrocharis	Hydrocharis dubia	roots	roots	root tissue	belowground	VGF159	VGF159_C05.mzXML	22/10/2017	Inactive
VGF159_C06	sample	V113715GP-01	Plantae	Tracheophyta	Magnoliopsida	Piperales	Piperaceae	Piper	Piper massiei	roots	roots	root tissue	belowground	VGF159	VGF159_C06.mzXML	22/10/2017	Inactive
VGF159_C07	sample	V113726GP-01	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Solena	Solena amplexicaulis	roots	roots	root tissue	belowground	VGF159	VGF159_C07.mzXML	22/10/2017	Inactive
VGF159_C08	sample	V113734GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Vitex	Vitex peduncularis	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_C08.mzXML	22/10/2017	Inactive
VGF159_C09	sample	V113748GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Bagassa	Bagassa guianensis	roots	roots	root tissue	belowground	VGF159	VGF159_C09.mzXML	22/10/2017	Inactive
VGF159_C10	sample	V113756GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Eperua	Eperua falcata	wood	woody vegetative	woody tissue	aboveground	VGF159	VGF159_C10.mzXML	22/10/2017	Inactive
VGF159_C11	sample	V113764GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Geissospermum	Geissospermum laeve	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_C11.mzXML	22/10/2017	Inactive
VGF159_D02	sample	V113684GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia dongnaiensis	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_D02.mzXML	22/10/2017	Inactive
VGF159_D03	sample	V113692GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia multiflora	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_D03.mzXML	22/10/2017	Inactive
VGF159_D04	sample	V113700GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Goniothalamus	Goniothalamus gabriacianus	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_D04.mzXML	22/10/2017	Inactive
VGF159_D05	sample	V113708GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Flemingia	Flemingia grahamiana	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_D05.mzXML	22/10/2017	Inactive
VGF159_D06	sample	V113716GP-01	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Ehretiaceae	Ehretia	Ehretia lycioides	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_D06.mzXML	22/10/2017	Inactive
VGF159_D07	sample	V113727GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	Stereospermum	Stereospermum neuranthum	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_D07.mzXML	22/10/2017	Inactive
VGF159_D08	sample	V113735GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Vitex	Vitex peduncularis	roots	roots	root tissue	belowground	VGF159	VGF159_D08.mzXML	22/10/2017	Inactive
VGF159_D09	sample	V113749GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Bagassa	Bagassa guianensis	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_D09.mzXML	22/10/2017	Inactive
VGF159_D10	sample	V113757GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Eperua	Eperua falcata	green stems	green vegetative	green tissue	aboveground	VGF159	VGF159_D10.mzXML	22/10/2017	Inactive
VGF159_D11	sample	V113765GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Geissospermum	Geissospermum laeve	wood	woody vegetative	woody tissue	aboveground	VGF159	VGF159_D11.mzXML	22/10/2017	Inactive
VGF159_E02	sample	V113685GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia dongnaiensis	flowers	reproductive	green tissue	aboveground	VGF159	VGF159_E02.mzXML	22/10/2017	Inactive
VGF159_E03	sample	V113693GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia multiflora	roots	roots	root tissue	belowground	VGF159	VGF159_E03.mzXML	22/10/2017	Inactive
VGF159_E04	sample	V113701GP-01	Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae	Goniothalamus	Goniothalamus gabriacianus	roots	roots	root tissue	belowground	VGF159	VGF159_E04.mzXML	22/10/2017	Inactive
VGF159_E05	sample	V113709GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Flemingia	Flemingia grahamiana	roots	roots	root tissue	belowground	VGF159	VGF159_E05.mzXML	22/10/2017	Inactive
VGF159_E06	sample	V113717GP-01	Plantae	Tracheophyta	Magnoliopsida	Boraginales	Ehretiaceae	Ehretia	Ehretia lycioides	roots	roots	root tissue	belowground	VGF159	VGF159_E06.mzXML	22/10/2017	Inactive
VGF159_E07	sample	V113728GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	Stereospermum	Stereospermum neuranthum	woody stems	woody vegetative	woody tissue	aboveground	VGF159	VGF159_E07.mzXML	22/10/2017	Inactive
VGF159_E08	sample	V113736GP-01	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Nephrolepidaceae	Nephrolepis	Nephrolepis exaltata	multiple	multiple	multiple		VGF159	VGF159_E08.mzXML	22/10/2017	Inactive
VGF159_E09	sample	V113750GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae	Bagassa	Bagassa guianensis	wood	woody vegetative	woody tissue	aboveground	VGF159	VGF159_E09.mzXML	22/10/2017	Inactive
VGF159_E10	sample	V113758GP-01	Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Euterpe	Euterpe oleracea	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_E10.mzXML	22/10/2017	Inactive
VGF159_E11	sample	V113766GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Geissospermum	Geissospermum laeve	green stems	green vegetative	green tissue	aboveground	VGF159	VGF159_E11.mzXML	22/10/2017	Inactive
VGF159_F02	sample	V113686GP-01	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia dongnaiensis	bark	woody vegetative	woody tissue	aboveground	VGF159	VGF159_F02.mzXML	22/10/2017	Inactive
VGF159_F03	sample	V113694GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia	Garcinia xanthochymus	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_F03.mzXML	22/10/2017	Inactive
VGF159_F04	sample	V113702GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Homonoia	Homonoia riparia	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_F04.mzXML	22/10/2017	Inactive
VGF159_F05	sample	V113710GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Urena	Urena repanda	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_F05.mzXML	22/10/2017	Inactive
VGF159_F06	sample	V113721GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Balakata	Balakata baccata	leaves	photosynthetic	green tissue	aboveground	VGF159	VGF159_F06.mzXML	22/10/2017	Inactive
VGF159_F07	sample	V113729GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	Stereospermum	Stereospermum neuranthum	roots	roots	root tissue	belowground	VGF159	VGF159_F07.mzXML	22/10/2017	Inactive
